Rank,Player,Age,Elo,Hard,Clay,Grass,Peak Match,Peak Age,Peak Elo
249,Ze Zhang,28.6,1463.3,1424.0,1326.4,1427.1,2017 Zhuhai CH QF,26.7,1610.1
250,Stephane Robert,38.8,1461.0,1387.2,1474.9,1489.2,2010 Casablanca R16,29.9,1782.5
251,Calvin Hemery,24.0,1461.0,1340.2,1468.7,,2015 Padova CH SF,20.4,1643.3
252,Jc Aragone,23.6,1458.9,1368.3,1216.0,1449.4,2018 Chicago CH QF,23.2,1496.0
253,Gastao Elias,28.2,1455.2,1278.4,1486.2,1259.8,2016 Olympics R32,25.7,1722.1
254,Matteo Donati,24.0,1453.3,1240.6,1480.6,1439.8,2015 Todi CH SF,20.3,1603.5
255,Maxime Janvier,22.3,1452.1,1394.9,1328.3,,2018 Tunis CH R16,21.5,1554.2
256,Roberto Quiroz,27.0,1450.2,1407.2,1311.8,1415.2,2017 Leon CH F,25.1,1542.7
257,Hiroki Moriya,28.3,1448.6,1382.3,1161.8,1416.9,2012 Brisbane Qual,22.2,1567.4
258,Jared Hiltzik,24.6,1448.1,1410.9,1150.1,,2019 Dallas CH R16,24.6,1462.0
259,Guilherme Clezar,26.1,1447.8,1141.3,1471.1,1269.9,2016 Rio de Janeiro CH F,23.0,1598.4
260,Marcelo Arevalo,28.3,1447.7,1324.1,1550.1,1299.2,2017 Santiago CH F,27.1,1599.4
261,Mitchell Krueger,25.1,1446.0,1371.9,1365.0,1330.3,2017 Guadalajara CH QF,23.2,1560.5
262,Daniel Elahi Galan Riveros,22.7,1445.9,1222.4,1542.6,,2018 Cabo San Lucas Qual,22.1,1578.8
263,Matteo Viola,31.6,1444.9,1380.0,1316.3,1403.9,2012 Doha Qual,25.5,1644.0
264,Ramkumar Ramanathan,24.3,1444.5,1337.8,1412.4,1543.5,2018 Nanchang CH QF,23.4,1586.4
265,Emilio Gomez,27.2,1443.9,1341.4,1389.3,1318.5,2014 Salinas CH SF,22.2,1566.0
266,Marc Polmans,21.8,1441.8,1374.0,1389.9,1347.0,2018 Tallahassee CH F,21.0,1530.5
267,Liam Broady,25.1,1440.9,1398.9,1326.1,1173.8,2017 Las Vegas CH F,23.8,1642.5
268,James Ward,32.0,1438.5,1366.0,1389.8,1391.0,2014 Traralgon2 CH F,27.7,1671.9
269,Victor Estrella,38.5,1437.5,1344.7,1506.5,1392.6,2015 Munich QF,34.7,1782.7
270,Zdenek Kolar,22.4,1434.9,1372.6,1380.4,,2018 St.Brieuc CH QF,21.4,1559.4
271,Sebastian Fanselow,27.1,1434.1,1361.0,1206.2,,2019 Burnie CH QF,27.0,1563.9
272,Bernabe Zapata Miralles,22.1,1432.3,1328.0,1387.0,1333.8,2018 Bangkok CH SF,21.0,1490.5
273,Uladzimir Ignatik,28.6,1430.0,1381.3,1366.4,1309.2,2011 Pingguo CH QF,20.7,1679.0
274,Akira Santillan,21.6,1429.6,1441.5,1209.3,1344.1,2017 Aptos CH QF,20.2,1647.9
275,Benjamin Hassan,23.9,1429.5,1366.8,1335.3,,2018 Davis Cup G2 R3,23.6,1506.9
276,Jose Hernandez,28.9,1429.2,1263.6,1467.6,1397.0,2009 Davis Cup G2 R3,19.5,1606.9
277,Ulises Blanch,20.9,1425.6,1273.2,1508.5,,2018 San Benedetto Del Tronto CH R32,20.3,1593.4
278,Enrique Lopez Perez,27.7,1423.2,1336.3,1412.6,1319.4,2018 Mallorca CH SF,27.2,1526.2
279,Johan Sebastien Tatlot,22.8,1423.0,1226.7,1453.9,,2018 Banja Luka CH SF,22.5,1538.3
280,Dennis Novikov,25.3,1422.6,1353.5,1314.7,1378.5,2015 Knoxville CH SF,22.0,1620.8
281,Steven Diez,27.9,1422.5,1399.3,1309.2,1356.8,2016 Trnava CH SF,25.4,1501.0
282,Federico Coria,26.9,1421.9,1204.9,1433.1,,2018 Buenos Aires CH SF,26.7,1504.4
283,Alejandro Gonzalez,30.0,1420.8,1358.1,1391.9,1268.0,2013 ATP Challenger Tour Finals CH F,24.8,1754.4
284,Daniel Munoz De La Nava,36.5,1419.5,1484.5,1381.9,1363.1,2015 Challenger Tour Finals RR,33.8,1689.7
285,Yunseong Chung,20.9,1418.2,1295.8,1300.4,,2018 Kobe CH QF,20.6,1462.6
286,Joao Domingues,25.4,1417.6,1221.1,1412.9,,2018 Vicenza CH R16,24.6,1570.1
287,Kaichi Uchida,24.5,1416.9,1351.3,1177.8,,2019 Newport Beach CH R16,24.4,1488.2
288,Gian Marco Moroni,21.0,1415.7,1261.5,1450.3,,2018 Vicenza CH SF,20.3,1668.7
289,Roman Safiullin,21.5,1412.7,1334.6,1316.3,,2019 Quimper CH QF,21.5,1462.5
290,Duck Hee Lee,20.7,1412.7,1378.7,1139.2,1272.9,2016 Chengdu CH SF,18.2,1524.8
291,Laurynas Grigelis,27.5,1412.0,1335.7,1318.7,1353.5,2011 Eckental CH R16,20.2,1641.1
292,Daniel Masur,24.7,1404.5,1292.3,1447.5,,2017 Koblenz CH SF,22.6,1583.3
293,Benjamin Bonzi,22.7,1400.8,1340.0,1291.7,1364.8,2017 Perugia CH QF,21.1,1579.8
294,Lucas Miedler,22.7,1397.1,1315.0,1090.5,,2019 Budapest CH R32,22.6,1452.5
295,Evgeny Karlovskiy,24.5,1396.8,1337.2,1004.8,,2019 Rennes CH R32,24.4,1472.7
296,Stefan Kozlov,21.0,1396.6,1302.3,1475.3,1436.8,2017 Tempe CH QF,19.0,1667.1
297,Mohamed Safwat,28.4,1395.3,1311.3,1386.3,1432.7,2009 Davis Cup G2 R1,18.5,1500.0
298,Alexandre Muller,22.0,1395.1,1330.7,1294.3,,2017 Banja Luka CH R16,20.6,1430.8
299,Luke Saville,25.0,1395.0,1339.6,1217.8,1470.6,2014 Traralgon2 CH SF,20.8,1562.6
300,Denis Yevseyev,25.7,1388.6,1347.9,1132.9,,2019 Bangkok CH R32,25.7,1403.1
301,Scott Griekspoor,28.1,1388.4,1267.4,1432.1,,2018 Milan CH R32,27.5,1523.8
302,Filip Peliwo,25.0,1387.4,1308.8,1357.0,1345.6,2018 Busan CH SF,24.3,1575.2
303,Rudolf Molleker,18.3,1387.3,1194.6,1546.7,1431.7,2018 Stuttgart R16,17.6,1710.2
304,Jan Choinski,22.7,1385.3,1324.2,1380.5,1268.6,2018 Meerbusch CH F,22.2,1417.5
305,Roberto Ortega Olmedo,27.8,1384.9,1330.0,1255.7,1376.0,2014 Blois CH QF,23.2,1490.5
306,Mario Vilella Martinez,23.6,1384.1,1143.6,1474.9,,2019 Columbus CH R16,23.5,1463.5
307,Aldin Setkic,30.9,1382.8,1334.4,1294.5,1213.5,2010 Napoli2 CH R16,22.8,1597.4
308,Federico Gaio,26.9,1379.4,1226.1,1423.2,,2016 Cortina CH R16,24.4,1573.8
309,Danilo Petrovic,27.1,1379.2,1266.1,1420.5,,2018 Mestre CH SF,26.3,1480.4
310,Sasi Kumar Mukund,22.1,1376.9,1273.0,1343.5,,2019 Chennai CH SF,22.1,1448.4
311,Yibing Wu,19.3,1374.2,1289.3,1219.5,,2017 Chengdu R32,17.9,1571.8
312,Dimitar Kuzmanov,25.6,1373.0,1177.1,1415.0,,2014 Istanbul CH R32,21.1,1524.1
313,Maverick Banes,26.9,1372.6,1316.1,1191.8,,2019 Launceston CH R16,26.8,1438.5
314,Cem Ilkel,23.5,1367.6,1294.1,1098.4,1333.0,2018 Bengaluru CH QF,23.2,1455.3
315,Martin Cuevas,27.0,1364.7,1253.8,1332.4,,2018 Buenos Aires CH R16,26.8,1405.7
316,Di Wu,27.4,1360.6,1306.3,1283.5,1294.5,2016 Gwangju CH SF,24.6,1598.8
317,Tsung Hua Yang,27.9,1360.2,1279.4,1385.9,1303.8,2010 Karshi CH SF,19.4,1539.7
318,Ante Pavic,29.9,1355.8,1284.5,1344.0,1511.1,2014 Newport R16,25.3,1682.7
319,Evan King,26.9,1338.5,1317.4,1167.6,1233.2,2018 Burnie CH QF,25.8,1448.3
320,Kevin King,28.0,1337.4,1258.8,1251.8,1417.6,2017 Monterrey CH SF,26.6,1569.7
321,Andrea Pellegrino,21.9,1333.4,1231.1,1301.3,,2018 Francavilla Al Mare CH QF,21.1,1421.6
322,Alexander Sarkissian,28.8,1327.6,1252.5,1144.5,1261.5,2016 Guadalajara CH SF,25.9,1552.9
323,Nino Serdarusic,22.2,1320.9,1162.6,1379.2,,2018 Santo Domingo CH QF,21.8,1456.1
324,Goncalo Oliveira,24.0,1314.2,1244.4,1301.5,,2017 Campinas CH SF,22.6,1445.8
325,Jose Rubin Statham,31.8,1309.9,1239.9,1332.6,,2007 Auckland Qual,19.7,1564.3
326,Tomislav Brkic,28.9,1307.1,1171.4,1373.9,1454.5,2018 Sevilla CH SF,28.5,1444.8
327,Sumit Nagal,21.5,1303.6,1280.8,1198.3,,2018 Pune R32,20.4,1520.2
328,Andrea Collarini,27.0,1302.1,1174.1,1322.9,1328.3,2014 Blois CH R16,22.4,1502.3
329,Tak Khunn Wang,27.4,1296.9,1214.6,1229.0,,2019 Koblenz CH R32,27.3,1402.2
330,Vaclav Safranek,24.7,1279.8,1026.4,1402.1,,2016 Sibiu CH QF,22.3,1478.3
331,Ricardo Ojeda Lara,26.0,1274.1,1189.9,1358.0,,2018 Pune QF,24.9,1626.5
332,Roberto Cid,25.5,1267.5,1155.4,1386.3,,2018 Almaty CH QF,24.8,1562.8
333,Alessandro Bega,28.1,1254.4,1135.5,1255.7,1444.3,2017 Recanati CH R16,26.5,1358.9
334,Jelle Sels,23.5,1251.3,1152.0,1324.8,1356.6,2018 Charlottesville CH QF,23.2,1400.1
335,Yusuke Takahashi,21.3,1248.9,1209.4,1204.2,,2017 Zhangjiagang CH QF,,1425.3
336,Renta Tokuda,20.9,1243.0,1172.8,,,2018 Gimcheon CH QF,20.1,1376.4
337,Evan Song,26.7,1241.0,1173.2,1244.1,,2018 Orlando CH R16,26.6,1388.7
338,Carlos Boluda Purkiss,26.1,1239.6,1216.0,1168.2,,2018 Karshi CH SF,25.3,1412.2
339,Ivan Nedelko,32.8,1111.5,1063.7,1140.2,1339.0,2017 Almaty CH QF,31.4,1296.4
