Rank,Player,Age,Elo,Hard,Clay,Grass,Peak Match,Peak Age,Peak Elo
250,Yunseong Chung,21.0,1456.9,1346.9,1300.4,,2019 Shenzhen CH R16,21.0,1477.4
251,Matteo Viola,31.7,1455.6,1390.7,1316.3,1403.9,2012 Doha Qual,25.5,1644.0
252,Marcelo Tomas Barrios Vera,21.2,1455.2,1403.2,1353.3,,2019 Cuernavaca CH R16,21.2,1533.9
253,Zdenek Kolar,22.4,1453.7,1398.6,1380.4,,2018 St.Brieuc CH QF,21.4,1559.4
254,Maxime Janvier,22.4,1449.8,1389.9,1328.3,,2018 Tunis CH R16,21.5,1554.2
255,Marcelo Arevalo,28.3,1447.7,1324.1,1550.1,1299.2,2017 Santiago CH F,27.1,1599.4
256,Evgeny Karlovskiy,24.6,1447.5,1390.9,1004.8,,2019 Zhuhai CH F,24.6,1491.7
257,Yibing Wu,19.4,1446.9,1345.6,1219.5,,2017 Chengdu R32,17.9,1571.8
258,Hiroki Moriya,28.4,1445.1,1372.9,1161.8,1416.9,2012 Brisbane Qual,22.2,1567.4
259,Liam Broady,25.2,1442.6,1398.3,1326.1,1173.8,2017 Las Vegas CH F,23.8,1642.5
260,Uladzimir Ignatik,28.7,1442.5,1391.8,1366.4,1309.2,2011 Pingguo CH QF,20.7,1679.0
261,Mitchell Krueger,25.2,1441.5,1365.8,1365.0,1330.3,2017 Guadalajara CH QF,23.2,1560.5
262,Jc Aragone,23.7,1437.9,1350.9,1216.0,1449.4,2018 Chicago CH QF,23.2,1496.0
263,Victor Estrella,38.5,1437.5,1344.7,1506.5,1392.6,2015 Munich QF,34.7,1782.7
264,Sebastian Fanselow,27.1,1434.1,1361.0,1206.2,,2019 Burnie CH QF,27.0,1563.9
265,Jose Hernandez,29.0,1433.6,1294.4,1467.6,1397.0,2009 Davis Cup G2 R3,19.5,1606.9
266,Thai Son Kwiatkowski,24.1,1433.4,1374.4,,1345.2,2019 Da Nang CH SF,23.9,1597.3
267,Jan Choinski,22.7,1432.7,1363.2,1380.5,1268.6,2019 Pau CH R16,22.7,1443.9
268,Emilio Gomez,27.3,1430.3,1327.7,1381.3,1318.5,2014 Salinas CH SF,22.2,1566.0
269,Ramkumar Ramanathan,24.3,1429.9,1319.9,1412.4,1543.5,2018 Nanchang CH QF,23.4,1586.4
270,Akira Santillan,21.6,1429.6,1441.5,1209.3,1344.1,2017 Aptos CH QF,20.2,1647.9
271,Benjamin Hassan,23.9,1429.5,1366.8,1335.3,,2018 Davis Cup G2 R3,23.6,1506.9
272,Roberto Quiroz,27.0,1427.1,1371.0,1311.8,1415.2,2017 Leon CH F,25.1,1542.7
273,James Ward,32.1,1426.1,1347.2,1389.8,1391.0,2014 Traralgon2 CH F,27.7,1671.9
274,Daniel Elahi Galan Riveros,22.7,1425.9,1203.1,1542.6,,2018 Cabo San Lucas Qual,22.1,1578.8
275,Lucas Miedler,22.7,1425.8,1341.5,1090.5,,2019 Budapest CH R32,22.6,1452.5
276,Guilherme Clezar,26.2,1423.1,1140.7,1471.1,1269.9,2016 Rio de Janeiro CH F,23.0,1598.4
277,Jared Hiltzik,24.7,1423.0,1385.3,1150.1,,2019 Dallas CH R16,24.6,1462.0
278,Johan Sebastien Tatlot,22.8,1423.0,1226.7,1453.9,,2018 Banja Luka CH SF,22.5,1538.3
279,Bernabe Zapata Miralles,22.1,1422.9,1323.2,1387.0,1333.8,2018 Bangkok CH SF,21.0,1490.5
280,Pedro Cachin,23.9,1421.6,1078.3,1489.7,1368.6,2015 Banja Luka CH R32,20.4,1623.2
281,Ulises Blanch,21.0,1419.7,1294.5,1508.5,,2018 San Benedetto Del Tronto CH R32,20.3,1593.4
282,Daniel Munoz De La Nava,36.5,1419.5,1484.5,1381.9,1363.1,2015 Challenger Tour Finals RR,33.8,1689.7
283,Dennis Novikov,25.3,1417.8,1345.0,1314.7,1378.5,2015 Knoxville CH SF,22.0,1620.8
284,Gian Marco Moroni,21.1,1416.5,1261.5,1436.2,,2018 Vicenza CH SF,20.3,1668.7
285,Laurynas Grigelis,27.5,1415.8,1340.3,1318.7,1353.5,2011 Eckental CH R16,20.2,1641.1
286,Collin Altamirano,23.3,1415.0,1355.3,1429.2,,2018 Us Open R128,22.7,1501.8
287,Steven Diez,28.0,1412.1,1383.6,1309.2,1356.8,2016 Trnava CH SF,25.4,1501.0
288,Matteo Donati,24.0,1411.8,1240.6,1432.4,1439.8,2015 Todi CH SF,20.3,1603.5
289,Federico Gaio,27.0,1408.8,1279.2,1425.5,,2016 Cortina CH R16,24.4,1573.8
290,Danilo Petrovic,27.1,1407.4,1310.0,1420.5,,2018 Mestre CH SF,26.3,1480.4
291,Alejandro Gonzalez,30.1,1405.2,1358.1,1375.6,1268.0,2013 ATP Challenger Tour Finals CH F,24.8,1754.4
292,Federico Coria,27.0,1403.0,1204.9,1414.1,,2018 Buenos Aires CH SF,26.7,1504.4
293,Tsung Hua Yang,27.9,1401.5,1315.9,1385.9,1303.8,2010 Karshi CH SF,19.4,1539.7
294,Mohamed Safwat,28.5,1401.4,1315.3,1386.3,1432.7,2009 Davis Cup G2 R1,18.5,1500.0
295,Daniel Masur,24.7,1392.3,1281.0,1447.5,,2017 Koblenz CH SF,22.6,1583.3
296,Denis Yevseyev,25.7,1388.6,1347.9,1132.9,,2019 Bangkok CH R32,25.7,1403.1
297,Scott Griekspoor,28.1,1388.4,1267.4,1432.1,,2018 Milan CH R32,27.5,1523.8
298,Joao Domingues,25.4,1387.2,1221.1,1385.8,,2018 Vicenza CH R16,24.6,1570.1
299,Roberto Ortega Olmedo,27.8,1384.9,1330.0,1255.7,1376.0,2014 Blois CH QF,23.2,1490.5
300,Aldin Setkic,30.9,1382.8,1334.4,1294.5,1213.5,2010 Napoli2 CH R16,22.8,1597.4
301,Luke Saville,25.1,1380.7,1320.9,1217.8,1470.6,2014 Traralgon2 CH SF,20.8,1562.6
302,Sasi Kumar Mukund,22.2,1378.6,1279.5,1343.5,,2019 Chennai CH SF,22.1,1448.4
303,Stefan Kozlov,21.1,1375.1,1279.7,1475.3,1436.8,2017 Tempe CH QF,19.0,1667.1
304,Dimitar Kuzmanov,25.6,1373.0,1177.1,1415.0,,2014 Istanbul CH R32,21.1,1524.1
305,Mario Vilella Martinez,23.6,1372.0,1136.5,1474.9,,2019 Columbus CH R16,23.5,1463.5
306,Benjamin Bonzi,22.7,1368.9,1305.6,1291.7,1364.8,2017 Perugia CH QF,21.1,1579.8
307,Filip Peliwo,25.1,1366.3,1288.1,1357.0,1345.6,2018 Busan CH SF,24.3,1575.2
308,Maverick Banes,26.9,1355.5,1297.0,1191.8,,2019 Launceston CH R16,26.8,1438.5
309,Cem Ilkel,23.5,1350.4,1274.8,1098.4,1333.0,2018 Bengaluru CH QF,23.2,1455.3
310,Martin Cuevas,27.1,1348.0,1253.8,1321.5,,2018 Buenos Aires CH R16,26.8,1405.7
311,Alexandre Muller,22.1,1344.5,1321.7,1248.9,,2017 Banja Luka CH R16,20.6,1430.8
312,Rudolf Molleker,18.4,1335.7,1145.2,1546.7,1431.7,2018 Stuttgart R16,17.6,1710.2
313,Roberto Cid,25.5,1335.1,1243.2,1386.3,,2018 Almaty CH QF,24.8,1562.8
314,Andrea Pellegrino,21.9,1333.4,1231.1,1301.3,,2018 Francavilla Al Mare CH QF,21.1,1421.6
315,Alexander Sarkissian,28.8,1327.6,1252.5,1144.5,1261.5,2016 Guadalajara CH SF,25.9,1552.9
316,Di Wu,27.5,1327.2,1266.4,1283.5,1294.5,2016 Gwangju CH SF,24.6,1598.8
317,Evan King,27.0,1324.4,1296.0,1167.6,1233.2,2018 Burnie CH QF,25.8,1448.3
318,Ante Pavic,30.0,1323.4,1242.3,1344.0,1511.1,2014 Newport R16,25.3,1682.7
319,Tak Khunn Wang,27.4,1310.5,1235.4,1229.0,,2019 Koblenz CH R32,27.3,1402.2
320,Jose Rubin Statham,31.8,1309.9,1239.9,1332.6,,2007 Auckland Qual,19.7,1564.3
321,Tomislav Brkic,28.9,1307.1,1171.4,1373.9,1454.5,2018 Sevilla CH SF,28.5,1444.8
322,Kevin King,28.0,1306.1,1229.3,1251.8,1417.6,2017 Monterrey CH SF,26.6,1569.7
323,Andrea Collarini,27.1,1298.4,1157.8,1328.4,1328.3,2014 Blois CH R16,22.4,1502.3
324,Nino Serdarusic,22.2,1294.7,1156.5,1379.2,,2018 Santo Domingo CH QF,21.8,1456.1
325,Sumit Nagal,21.6,1293.4,1286.8,1149.1,,2018 Pune R32,20.4,1520.2
326,Joao Lucas Magalhaes Hueb De Menezes,22.2,1280.8,1243.2,1126.3,,2014 Porto Alegre CH R16,17.8,1299.2
327,Vaclav Safranek,24.7,1279.8,1026.4,1402.1,,2016 Sibiu CH QF,22.3,1478.3
328,Goncalo Oliveira,24.0,1277.8,1193.8,1301.5,,2017 Campinas CH SF,22.6,1445.8
329,Ricardo Ojeda Lara,26.0,1274.1,1189.9,1358.0,,2018 Pune QF,24.9,1626.5
330,Jelle Sels,23.6,1270.5,1185.8,1324.8,1356.6,2018 Charlottesville CH QF,23.2,1400.1
331,Evan Song,26.8,1262.1,1195.4,1244.1,,2018 Orlando CH R16,26.6,1388.7
332,Ivan Gakhov,22.3,1260.6,1163.7,1239.3,,2015 Karshi CH R16,18.5,1292.5
333,Alessandro Bega,28.1,1254.4,1135.5,1255.7,1444.3,2017 Recanati CH R16,26.5,1358.9
334,Renta Tokuda,20.9,1248.1,1184.5,,,2018 Gimcheon CH QF,20.1,1376.4
335,Carlos Boluda Purkiss,26.1,1214.1,1216.0,1144.1,,2018 Karshi CH SF,25.3,1412.2
336,Yusuke Takahashi,21.4,1192.8,1158.8,1204.2,,2017 Zhangjiagang CH QF,,1425.3
337,Ivan Nedelko,32.8,1111.5,1063.7,1140.2,1339.0,2017 Almaty CH QF,31.4,1296.4
